NCBI Protein ID	UniProt_ID
NP_001243602.1	Q9UBI4-2
NP_001243601.1	Q9UBI4-3
NP_001243609.1	O15091-3
NP_001243608.1	O15091-4
NP_001243607.1	O15091-2
NP_055487.2	O15091-1
XP_005268294.1	O15091-1
NP_001243610.1	O15091-3
XP_011535712.1	O15091-1
NP_001244946.1	Q96RQ9-2
NP_001245138.1	P08397-4
NP_001019553.1	P08397-2
NP_001245137.1	P08397-3
NP_000181.2	P08397-1
XP_005271589.1	P08397-2
XP_005271588.1	P08397-2
NP_001245202.1	P40692-2
NP_001245203.1	P40692-2
NP_000240.1	P40692-1
NP_001161089.1	P40692-3
NP_001161090.1	P40692-2
NP_001161091.1	P40692-2
NP_001245267.1	Q9UI09-2
NP_061326.1	Q9UI09-1
NP_001245322.1	Q9H078-3
NP_001245321.1	Q9H078-2
NP_110440.1	Q9H078-1
NP_001245323.1	Q9H078-4
NP_001245390.1	Q14296-3
NP_148936.2	Q14296-2
NP_006703.1	Q14296-1
NP_001252543.1	Q6KCM7-5
NP_443133.2	Q6KCM7-1
NP_001006642.1	Q6KCM7-2
NP_001006643.1	Q6KCM7-4
NP_001254629.1	Q99623-2
NP_001138303.1	Q99623-1
NP_001257293.1	O75891-3
NP_036322.2	O75891-1
NP_001257294.1	O75891-2
NP_001257326.1	P35575-2
NP_000142.2	P35575-1
NP_001257660.1	Q9BXK5-4
NP_056182.2	Q9BXK5-1
NP_001257659.1	Q9BXK5-4
NP_001257658.1	Q9BXK5-4
NP_001257711.1	Q00059-2
NP_003192.1	Q00059-1
NP_001263409.1	P36776-3
NP_001263408.1	P36776-2
NP_004784.2	P36776-1
NP_001263432.1	O14521-3
NP_001263433.1	O14521-2
NP_001263435.1	O14521-4
NP_002993.1	O14521-1
NP_001265179.2	Q8N413-4
NP_001070709.2	Q8N413-2
NP_001265252.1	Q13875-1
NP_001265251.1	Q13875-4
NP_891980.1	Q13875-3
NP_001265395.1	O00429-7
NP_001265394.1	O00429-8
NP_001265393.1	O00429-6
NP_005681.2	O00429-4
NP_001265392.1	O00429-2
NP_036192.2	O00429-1
NP_036193.2	O00429-3
NP_001265553.1	Q6ZNB6-1
NP_001265552.1	Q6ZNB6-1
NP_694540.3	Q6ZNB6-1
NP_001266286.1	O75608-2
NP_006321.1	O75608-1
NP_001268405.1	Q53R41-2
NP_078898.3	Q53R41-1
NP_001268644.1	P35232-1
NP_002625.1	P35232-1
NP_001268425.1	P35232-1
NP_001268426.1	P35232-2
NP_001269564.1	P07108-2
NP_001269563.1	P07108-2
NP_001171513.1	P07108-2
NP_001073331.1	P07108-1
NP_001171512.1	P07108-4
NP_001073332.1	P07108-3
NP_001269562.1	P07108-2
NP_001171488.1	P07108-5
NP_065438.1	P07108-2
NP_001274269.1	Q4G0N4-3
NP_001078880.1	Q4G0N4-1
NP_694558.1	Q4G0N4-3
NP_001275889.1	P40305-4
NP_001275883.1	P40305-1
NP_001275924.1	P40305-1
NP_001275887.1	P40305-1
NP_005523.3	P40305-1
NP_001275886.1	P40305-1
NP_001276675.1	P04406-1
NP_001276674.1	P04406-1
NP_001243728.1	P04406-2
NP_002037.2	P04406-1
NP_001287877.1	Q86WA8-2
NP_113678.2	Q86WA8-1
NP_001294.2	Q12887-1
NP_001340.2	P14868-1
NP_001350.1	Q16698-1
NP_001356.1	P78352-2
NP_001373.2	Q9H3H5-1
NP_001473.1	P50440-1
NP_001478.2	P78537-1
NP_001488.2	P15291-1
NP_001598.1	P09110-1
NP_001123882.1	P09110-2
NP_001600.1	P45954-1
NP_001616.1	P54819-1
NP_001186128.1	P54819-5
NP_037543.1	P54819-2
NP_001617.1	P31751-1
NP_001658.2	P36404-1
NP_001186674.1	P36404-2
NP_001689.1	Q13825-1
NP_001835.3	P02458-2
NP_001840.3	P12110-1
NP_001867.2	P50416-1
NP_001027017.1	P50416-2
NP_001924.2	P36957-1
NP_001944.1	P19971-1
NP_001107228.1	P19971-1
NP_001107227.1	P19971-1
NP_001976.1	P38117-1
NP_001014763.1	P38117-2
NP_001986.2	P33121-1
NP_001995.1	P14324-1
NP_001129293.1	P14324-1
NP_001229753.1	P14324-2
NP_001129294.1	P14324-2
NP_002071.2	P00505-1
NP_002076.2	P36969-1
NP_002083.3	Q12849-1
NP_001091947.1	Q12849-5
NP_002100.2	P12081-1
NP_002147.2	P10809-1
NP_955472.1	P10809-1
NP_002159.2	P48735-1
NP_002213.5	Q14643-4
NP_001161744.1	Q14643-2
NP_001093422.2	Q14643-3
NP_002233.2	O60928-1
NP_002294.2	P48357-1
NP_002386.1	P48163-1
NP_002387.1	P23368-1
NP_001161807.1	P23368-2
NP_002426.1	P34949-1
NP_002445.2	Q9UBK8-2
NP_076915.2	Q9UBK8-2
NP_002464.1	P35579-1
NP_002479.1	O43678-1
NP_001171941.1	O43678-2
NP_002519.1	P78549-2
NP_002601.1	Q15118-1
NP_001265478.1	Q15118-2
NP_002602.2	Q15119-1
NP_001186828.1	Q15119-2
NP_001186827.1	Q15119-2
NP_002702.2	Q16821-1
NP_002730.1	P05129-1
NP_002759.2	Q9HD42-1
NP_002769.1	P07602-1
NP_002782.1	P60900-1
NP_001269162.1	P60900-3
NP_001269161.1	P60900-3
NP_001269163.1	P60900-2
NP_002849.1	P28288-1
NP_001116146.1	P28288-3
NP_002851.2	P54886-1
NP_001017423.1	P54886-2
NP_002878.2	P54136-1
NP_002893.1	Q14257-1
NP_001258766.1	Q14257-2
NP_002897.1	P35241-1
NP_002990.2	P31431-1
NP_003042.3	P53985-1
NP_001159968.1	P53985-1
NP_003051.1	O76082-1
NP_003063.2	P51532-1
NP_003150.1	O76039-1
NP_001032420.1	O76039-1
NP_003156.1	P61764-2
NP_003163.1	Q15526-1
NP_003267.1	P42166-1
NP_003280.2	P07951-1
NP_998839.1	P07951-2
NP_003313.3	O00294-1
NP_003353.1	P13051-2
NP_550433.1	P13051-1
NP_003366.2	P45880-3
NP_001171712.1	P45880-1
NP_001171752.1	P45880-3
NP_003434.2	Q13105-1
NP_003457.1	Q06710-1
NP_003467.1	P50461-1
NP_003468.2	O00330-1
NP_001128496.1	O00330-3
NP_001159630.1	O00330-2
NP_003492.2	O15254-1
NP_001095137.1	O15254-2
NP_003553.2	Q02978-1
NP_003670.2	O15229-1
NP_003696.2	O75746-1
NP_003837.1	O96011-1
NP_001171724.1	O96011-2
NP_003839.2	Q96I99-1
NP_001171070.1	Q96I99-2
NP_003841.1	Q9P2R7-1
NP_003928.1	Q16719-1
NP_001028170.1	Q16719-2
NP_001186170.1	Q16719-1
NP_004026.2	Q15067-2
NP_001171968.1	Q15067-3
NP_009223.2	Q15067-1
NP_004035.2	P31939-1
NP_004037.1	P25705-1
NP_001001937.1	P25705-1
NP_004041.1	Q92843-1
NP_004077.1	O43405-1
NP_004126.1	P51553-1
NP_777358.1	P51553-2
NP_004127.1	P48200-1
NP_004151.3	P10082-1
NP_004159.2	P31040-1
NP_004194.3	Q99640-1
NP_004209.2	Q15907-1
NP_004268.3	O95847-1
NP_001190981.1	O95847-2
NP_004285.2	O75570-1
NP_004290.2	O75027-2
NP_001258626.1	O75027-3
NP_001258625.1	O75027-1
NP_004322.1	O60238-1
NP_004323.2	Q86WA6-1
NP_004360.2	P12111-1
NP_004366.1	Q9Y6N1-1
NP_004406.2	P15924-1
NP_004443.3	O95718-1
NP_004444.2	Q16134-1
NP_004484.1	Q99714-1
NP_001032900.1	Q99714-2
NP_004499.2	Q13907-2
NP_004530.1	O43776-1
NP_004535.1	O95299-1
NP_004536.2	O75438-1
NP_004539.1	O96000-1
NP_004541.1	O75306-1
NP_001159631.1	O75306-2
NP_004542.1	O75489-1
NP_004609.1	Q13472-1
NP_004691.2	P56696-1
NP_004740.2	Q969Z0-1
NP_112162.1	Q969Z0-2
NP_004748.2	Q12904-1
NP_004823.1	P78417-1
NP_001177932.1	P78417-3
NP_001177931.1	P78417-2
NP_004861.2	O75352-1
NP_004885.1	P56378-1
NP_001120865.1	P56378-2
NP_004928.2	O60931-1
NP_001026851.2	O60931-2
NP_004981.2	P56192-1
NP_004983.1	P51608-1
NP_001104262.1	P51608-2
NP_004990.3	Q9UM54-1
NP_004991.1	Q16718-1
NP_004995.1	O95169-1
NP_004997.4	P28331-1
NP_001186910.1	P28331-5
NP_001186911.1	P28331-3
NP_001186912.1	P28331-4
NP_001186913.1	P28331-2
NP_005000.1	O00746-1
NP_005004.1	P80303-1
NP_005111.2	Q93074-1
NP_005138.3	Q96EY1-1
NP_001128582.1	Q96EY1-2
NP_005174.2	O60840-1
NP_005189.2	Q9Y259-1
NP_005253.3	P55789-1
NP_005262.1	P00367-1
NP_005267.2	P21695-1
NP_001244128.1	P21695-2
NP_005317.2	Q16775-1
NP_001035517.1	Q16775-2
NP_005318.3	Q16836-1
NP_005461.2	Q8IZP0-1
NP_005509.1	P54868-1
NP_001159579.1	P54868-2
NP_005521.1	P50213-1
NP_005539.1	Q15046-1
NP_001123561.1	Q15046-2
NP_005580.1	Q02252-1
NP_001265522.1	Q02252-2
NP_005591.1	Q86X76-1
NP_001172021.1	Q86X76-5
NP_001172022.1	Q86X76-4
NP_001172023.1	Q86X76-2
NP_005620.1	P48029-1
NP_001136278.1	P48029-4
NP_005680.1	Q9NP58-1
NP_005682.2	O60706-1
NP_005683.2	Q9UG63-2
NP_009120.1	Q9UG63-1
NP_005693.1	O75616-1
NP_005700.2	Q9Y6N9-1
NP_005717.3	P43897-1
NP_001166168.1	P43897-4
NP_001166167.1	P43897-2
NP_001166166.1	P43897-3
NP_005720.1	P30405-1
NP_005800.3	P32119-1
NP_005829.3	Q6IB77-2
NP_964011.2	Q6IB77-1
NP_005872.2	O14874-1
NP_001116429.1	O14874-3
NP_001258855.1	O14874-2
NP_005882.2	Q9BWD1-1
NP_005896.1	O15198-2
NP_005908.1	P40925-1
NP_001186040.1	P40925-3
NP_001186041.1	P40925-2
NP_005909.2	P40926-1
NP_005934.2	Q9NZB8-6
NP_001068566.1	Q9NZB8-5
NP_005980.1	P51857-1
NP_001177836.1	P51857-2
NP_001177835.1	P51857-3
NP_005987.3	O15119-2
NP_006010.2	Q13488-1
NP_006044.1	Q13488-2
NP_006077.2	Q13509-1
NP_001184110.1	Q13509-2
NP_006205.1	O14832-1
NP_001032626.1	O14832-2
NP_006285.1	P14927-1
NP_001241681.1	P14927-2
NP_006293.2	Q13724-1
NP_001139630.1	Q13724-2
NP_006374.1	O75838-1
NP_006401.3	Q9BUP3-1
NP_001091990.1	Q9BUP3-3
NP_001091991.1	Q9BUP3-1
NP_001091992.1	Q9BUP3-1
NP_001091993.1	Q9BUP3-2
NP_006423.1	P61916-1
NP_006431.2	Q9NNW7-1
NP_006432.1	P49914-1
NP_006443.1	P22234-1
NP_001072993.1	P22234-2
NP_001072992.1	P22234-1
NP_006539.3	Q9Y6M1-2
NP_006545.1	O75431-1
NP_006567.3	O75366-1
NP_006627.2	P13995-1
NP_006671.2	Q16798-1
NP_001155058.1	Q16798-1
NP_001014811.1	Q16798-1
NP_006722.2	O75072-1
NP_006784.1	P30048-1
NP_006812.3	P49753-1
NP_006850.2	O43766-1
NP_919433.1	O43766-2
NP_001265519.1	O43766-3
NP_006852.1	Q15286-1
NP_001161078.1	Q15286-2
NP_008834.3	Q9H2U2-3
NP_789843.2	Q9H2U2-4
NP_789845.1	Q9H2U2-1
NP_789842.2	Q9H2U2-6
NP_008838.2	P32322-1
NP_722546.1	P32322-2
XP_005256438.1	P32322-1
NP_008872.1	P56693-1
NP_008927.1	O60779-1
NP_009006.2	Q9Y484-3
NP_009014.2	P53370-1
NP_932158.1	P53370-2
NP_009032.2	Q9UL12-1
NP_001128179.1	Q9UL12-1
NP_009034.2	P49821-1
NP_001159574.1	P49821-2
NP_009054.5	O75445-2
NP_996816.2	O75445-1
NP_009119.2	Q9NUT2-2
NP_009160.2	Q9UNF0-1
NP_001171899.1	Q9UNF0-1
NP_001171900.1	Q9UNF0-2
NP_009169.3	Q9Y6I8-1
NP_899634.1	Q9Y6I8-2
NP_009185.2	Q96T60-1
NP_015557.2	P49768-2
NP_036272.2	Q9UBX3-1
NP_001257817.1	Q9UBX3-2
NP_036277.2	P23919-1
NP_001158503.1	P23919-2
NP_036313.3	Q14318-2
NP_036335.1	Q9UBQ7-1
NP_036340.1	P49590-1
NP_001265660.1	P49590-2
NP_036345.2	O95822-1
NP_036354.1	Q9UIF7-1
NP_001041637.1	Q9UIF7-5
NP_001041638.1	Q9UIF7-6
NP_001041639.1	Q9UIF7-6
NP_001041636.1	Q9UIF7-6
NP_036450.1	O95202-1
NP_036463.1	Q9UJ68-1
NP_001129142.1	Q9UJ68-4
NP_001129143.1	Q9UJ68-3
NP_001186658.1	Q9UJ68-2
NP_037379.1	O43464-1
NP_659540.1	O43464-2
NP_037399.2	Q9UI32-1
NP_037518.3	Q6NUK1-1
NP_998816.1	Q6NUK1-2
NP_037519.2	Q9UDW1-1
NP_001003684.1	Q9UDW1-2
NP_037523.2	Q9UI17-1
NP_038470.1	Q9UJZ1-1
NP_038473.2	Q99259-3
NP_000808.2	Q99259-1
NP_054706.1	P18206-1
NP_054775.2	Q9Y241-1
NP_001093139.1	Q9Y241-1
NP_001093138.1	Q9Y241-2
NP_055006.1	Q9UQD0-1
NP_055051.1	O15228-1
NP_055091.2	Q9UBG7-1
NP_055106.1	O75600-1
XP_005261467.1	O75600-2
NP_001165161.1	O75600-2
NP_055116.1	Q9H1K1-2
NP_998760.1	Q9H1K1-1
NP_055132.2	Q5T2R2-1
NP_055151.3	Q9NZN9-1
NP_055153.1	Q9UG56-2
NP_055156.1	Q9NZJ7-2
NP_001258570.1	Q9NZJ7-1
NP_055199.1	Q9UKU7-1
NP_055239.1	Q9UBY9-1
NP_055322.1	Q8IVS2-2
NP_775738.3	Q8IVS2-1
NP_055324.2	Q9H4I8-1
NP_055366.3	Q6IBW4-5
NP_689512.2	Q6IBW4-1
NP_001171940.1	Q6IBW4-4
NP_055410.1	Q8TCD5-1
NP_055495.2	Q14667-1
NP_055538.2	O15079-1
NP_055577.1	Q15392-1
NP_055689.1	O95140-1
NP_001121132.1	O95140-1
NP_055720.3	O94925-1
NP_001243239.1	O94925-3
NP_055730.2	Q9UPS8-1
NP_055744.2	Q9NYY8-1
NP_001129666.1	Q9NYY8-1
NP_001129665.1	Q9NYY8-1
NP_055781.2	Q7L2E3-3
NP_619520.1	Q7L2E3-1
XP_011531796.1	Q7L2E3-1
XP_011531797.1	Q7L2E3-1
NP_055889.2	O60333-2
NP_904325.2	O60333-3
NP_055899.2	Q92552-1
NP_055975.1	Q10713-1
NP_056000.1	O43307-1
NP_001166950.1	O43307-2
NP_056099.3	Q5T011-5
NP_056157.1	Q96BP3-1
NP_001265858.1	Q96BP3-2
NP_056219.3	Q9P202-1
NP_056231.3	Q6P1Q0-1
NP_001230618.1	Q6P1Q0-7
NP_056255.2	Q6UB35-1
NP_001229698.1	Q6UB35-2
NP_056289.2	Q9Y3Z3-1
NP_056303.3	Q8N490-1
NP_072094.1	Q8N490-3
NP_001070867.1	Q8N490-2
NP_056338.2	Q9Y3B8-1
NP_056494.1	O95900-1
NP_056515.2	Q9UMS0-3
NP_001002756.1	Q9UMS0-2
NP_001002755.1	Q9UMS0-1
NP_056528.2	Q7LG56-1
NP_001165948.1	Q7LG56-6
NP_001165949.1	Q7LG56-2
NP_056651.1	Q9UGM6-1
NP_957715.1	Q9UGM6-2
NP_056958.3	Q06330-7
NP_056985.3	Q86X67-1
NP_056991.2	P28838-1
NP_057001.1	Q9Y2Q3-1
NP_001137151.1	Q9Y2Q3-2
NP_001137153.1	Q9Y2Q3-4
NP_001137152.1	Q9Y2Q3-3
NP_057026.3	Q96E29-1
NP_057049.5	Q9P0J0-1
NP_057100.1	Q9BZJ4-2
NP_001137252.1	Q9BZJ4-1
NP_057119.2	Q9Y3A0-1
NP_057126.2	Q9NQT5-1
NP_057139.1	Q96GC5-1
NP_057147.2	Q7Z4H3-1
NP_057149.1	Q9Y3D3-1
NP_057150.2	Q9NS18-2
NP_932066.1	Q9NS18-1
NP_057238.3	P61018-1
NP_057323.3	Q9UKN7-1
NP_057376.2	Q12931-1
NP_057395.1	Q9UII2-1
NP_835498.1	Q9UII2-3
NP_835497.1	Q9UII2-2
NP_057446.1	Q9UBU3-1
NP_057611.1	Q9NYQ3-1
NP_057649.2	Q9NYJ1-1
NP_057665.2	Q9BQ95-1
NP_001230133.1	Q9BQ95-4
NP_001135937.1	Q9BQ95-3
NP_001135936.1	Q9BQ95-2
NP_057696.2	Q9NYZ2-1
NP_058212.1	O15527-2
NP_058213.1	O15527-3
NP_058214.1	O15527-4
NP_058437.1	O15527-7
NP_058436.1	O15527-6
NP_058438.1	O15527-8
NP_002533.1	O15527-1
NP_058434.1	O15527-5
NP_058518.1	P10636-6
NP_005901.2	P10636-8
NP_058519.3	P10636-1
NP_001116539.1	P10636-7
NP_001116538.2	P10636-9
NP_001190181.1	P10636-5
NP_058525.1	P10636-2
NP_058651.3	Q9HD40-1
NP_059129.3	Q8NEV4-1
NP_059142.2	Q9NYK5-1
NP_542984.2	Q9NYK5-2
NP_060017.1	Q96CU9-1
NP_060116.2	Q9H3H1-1
NP_060244.2	Q5VV42-1
NP_060297.1	Q9NP81-1
NP_001139373.1	Q9NP81-2
NP_060336.3	Q9BUB7-1
NP_001035703.1	Q9BUB7-3
NP_060352.1	Q9NWW5-1
NP_060379.2	Q9NWS8-1
XP_005267097.1	Q9NWS8-2
NP_060422.4	Q96EY7-1
NP_060434.2	Q6NXT4-1
NP_001180444.1	Q6NXT4-4
NP_001180442.1	Q6NXT4-2
NP_001180443.1	Q6NXT4-3
NP_060441.2	Q9BYC9-1
NP_060460.4	Q8NCN5-1
XP_005256073.1	Q8NCN5-1
XP_005256072.1	Q8NCN5-1
NP_060476.2	O75648-1
NP_060500.3	Q9BXW6-2
NP_542164.2	Q9BXW6-1
NP_001229437.1	Q9BXW6-4
NP_060546.2	Q5T2S8-1
NP_060552.4	Q9NW08-1
NP_060579.3	Q9NVV4-1
NP_060586.2	Q9BUK6-1
NP_060590.1	Q9NVT9-1
NP_060597.4	Q9BQ52-1
NP_001159434.1	Q9BQ52-4
NP_060599.1	Q9NVS9-1
NP_060601.3	Q53EZ4-1
NP_060625.2	Q96CQ1-3
NP_001098117.1	Q96CQ1-1
NP_060658.3	Q9NVI7-1
NP_001164006.1	Q9NVI7-2
NP_001164007.1	Q9NVI7-3
NP_060663.2	Q9NVI1-1
NP_060666.1	Q9NVH6-1
NP_001171726.1	Q9NVH6-2
NP_060668.2	Q9NVH1-1
NP_060708.1	Q53H12-1
NP_060743.2	Q96AN5-1
NP_060762.3	Q9H0R6-1
NP_060814.4	Q9BZD2-1
NP_060816.1	Q9HA92-1
NP_060838.3	Q9NUN5-1
NP_060859.4	Q96A29-1
NP_001138738.1	Q96A29-2
NP_001138737.1	Q96A29-2
NP_060864.1	Q9NUJ1-1
NP_001258998.1	Q9NUJ1-3
NP_060888.2	Q9P0W8-1
NP_060914.2	Q9P0J1-1
NP_001155253.1	Q9P0J1-1
NP_001155252.1	Q9P0J1-2
NP_001155251.1	Q9P0J1-2
NP_060949.2	Q9NTX5-5
NP_001002030.1	Q9NTX5-2
NP_001132982.1	Q9NTX5-1
NP_001099015.1	Q9NTX5-4
NP_001099014.1	Q9NTX5-3
XP_005267105.1	Q9NTX5-2
XP_005267107.1	Q9NTX5-5
XP_005267104.1	Q9NTX5-2
NP_061092.3	Q9H300-1
NP_001032728.1	Q9H300-2
NP_061846.2	Q9P2X0-2
NP_714963.1	Q9P2X0-1
NP_061914.3	Q9UGC7-1
NP_001107656.1	Q9UGC7-2
NP_061924.1	Q8N5N7-1
NP_061982.3	Q9BT22-1
NP_063940.1	Q9NR28-1
NP_001265271.1	Q9NR28-3
NP_620308.1	Q9NR28-2
NP_001265233.1	Q9NR28-2
NP_064502.9	Q9P2J5-1
NP_064576.1	P82650-1
NP_064580.2	Q9NRG7-2
NP_064629.2	Q8WUD6-1
NP_064632.2	Q8NI60-1
XP_005273258.1	Q8NI60-1
NP_064708.1	O75208-1
NP_064709.2	Q6FI81-1
NP_065099.3	Q96KN7-1
NP_065109.1	Q96AD5-1
NP_065114.3	Q86YH6-1
NP_065186.3	Q9P241-1
NP_065574.3	P28329-1
NP_001136401.1	P28329-3
NP_066266.3	P28329-3
NP_066265.3	P28329-3
NP_066264.3	P28329-3
NP_001136405.1	P28329-2
NP_001136406.1	P28329-3
NP_065733.2	Q9HBK9-1
NP_065756.1	Q9ULP9-2
NP_065817.2	Q8TAB3-3
NP_065857.1	Q9NQX3-2
NP_001019389.1	Q9NQX3-1
NP_065870.3	Q9P2D6-3
NP_065873.2	Q5JUK3-3
NP_065894.2	Q9BY12-1
NP_066124.1	P07949-1
NP_066284.2	Q9BTZ2-1
NP_066287.2	Q99250-1
NP_066950.1	Q13794-1
NP_066956.1	Q05823-1
NP_066974.2	Q9UKG9-1
NP_001137407.1	Q9UKG9-3
NP_068380.3	Q9HC21-1
NP_001119594.1	Q9HC21-1
NP_001119593.1	Q9HC21-1
NP_068597.2	Q9GZT6-1
XP_005274216.1	Q9GZT6-3
NP_068602.2	Q96RR1-1
NP_001157284.1	Q96RR1-2
NP_068756.2	P57772-1
NP_068758.3	Q96AY3-1
NP_068806.1	Q9Y5P6-1
NP_071381.1	Q9NQH7-1
NP_071397.3	Q9HAZ2-1
NP_071407.4	Q9H251-1
NP_071415.1	Q9HCC0-1
NP_071504.2	P11498-1
NP_001035806.1	P11498-1
NP_000911.2	P11498-1
XP_005274089.1	P11498-1
XP_005274088.1	P11498-1
NP_071731.1	Q9UNE0-1
NP_071748.2	Q9H4B0-1
NP_071890.2	Q9H3S4-1
XP_005250027.1	Q9H3S4-1
NP_071942.1	P82663-1
NP_073603.2	Q8TCT0-1
NP_073714.1	P55916-2
NP_003347.1	P55916-1
NP_073738.2	Q8TB22-2
NP_001245301.1	Q8TB22-1
NP_001245302.1	Q8TB22-3
NP_075266.1	O60488-1
NP_004449.1	O60488-2
NP_075388.2	Q7L4I2-1
NP_075571.1	Q9HC96-1
NP_076930.1	Q9BV47-1
NP_076952.1	Q9BW91-1
NP_932155.1	Q9BW91-2
XP_011530334.1	Q9BW91-2
NP_076982.3	Q96T21-1
NP_077008.2	Q9BV35-1
NP_077027.1	Q9BUR5-1
NP_077282.3	Q7L5A8-1
NP_077718.3	O75251-1
NP_077733.3	Q32NB8-1
NP_078836.1	Q9H6R3-1
NP_078846.2	Q5TBB1-1
NP_001135751.1	Q5TBB1-2
NP_078894.2	Q86UT6-1
XP_005271726.1	Q86UT6-1
NP_078937.3	Q96ER9-1
NP_078954.4	Q96I59-1
NP_078959.3	Q96QE5-1
NP_078969.2	Q96DC8-1
NP_078986.1	Q96AB3-2
NP_001129673.1	Q96AB3-1
NP_001129674.1	Q96AB3-3
NP_079005.3	Q7Z406-1
NP_079016.2	Q9H6U8-3
NP_001071160.1	Q9H6U8-2
NP_001071158.1	Q9H6U8-1
NP_001071159.1	Q9H6U8-4
NP_079030.3	Q8WV60-1
NP_079081.2	Q8N0V3-1
NP_001165438.1	Q8N0V3-2
NP_079140.2	Q6IN84-1
NP_079236.3	Q9BZ23-2
NP_079272.4	Q96RP9-1
NP_079412.1	Q9H6K4-1
NP_001017989.2	Q9H6K4-2
NP_079413.3	Q96JI7-1
NP_001153699.1	Q96JI7-3
NP_079423.1	Q9H8M1-1
NP_079426.2	Q9BW92-1
NP_001258825.1	Q9BW92-2
NP_079428.2	Q8TB37-1
NP_079478.1	Q9BUP0-1
NP_001230181.1	Q9BUP0-2
NP_079501.2	Q9NST1-1
NP_079541.1	Q8NCE0-1
NP_085134.1	Q9BQT8-1
NP_001164641.1	Q9BQT8-2
NP_112202.2	Q9BUE6-1
NP_112486.1	Q9BXR0-1
NP_112489.3	Q96A46-1
NP_113618.2	Q96NA2-1
NP_113636.2	Q9NSK7-4
NP_113651.4	Q3SXM5-1
NP_001139523.1	Q3SXM5-2
NP_114106.1	Q9BYV1-1
NP_114108.1	P82675-1
NP_114127.3	Q5T9A4-1
NP_115495.3	Q8WXG9-1
NP_115545.3	Q709F0-1
NP_115550.2	Q969M1-1
NP_115649.1	Q9H061-1
NP_115679.2	Q6YN16-1
NP_001182751.1	Q6YN16-2
NP_115685.1	Q9BSY4-1
XP_005263881.1	Q9BSY4-2
NP_115692.1	Q9BSH3-1
NP_115781.1	P57727-3
NP_115785.1	Q9BXM7-1
NP_115815.2	Q96FC7-1
NP_001137246.1	Q96FC7-2
NP_115867.2	Q96DV4-1
NP_115967.2	Q86TC9-1
NP_115970.2	Q9BYI3-1
NP_116119.2	Q8WWV3-1
NP_116172.2	Q8N4T8-1
NP_116199.2	Q8NBU5-1
XP_005270309.1	Q8NBU5-1
NP_116205.3	Q96ST8-1
NP_116250.3	Q96JX3-1
NP_149045.3	Q96QU1-1
NP_149061.1	Q9BXW7-1
NP_060299.4	Q9BXW7-2
NP_149078.1	Q9H553-1
NP_149098.2	A4D1E9-1
NP_001036182.1	A4D1E9-2
NP_150229.2	Q96J65-1
NP_201576.1	Q8N0S6-1
NP_203524.1	P01116-1
NP_277033.1	P19367-3
NP_277032.1	P19367-3
NP_277031.1	P19367-2
NP_000179.2	P19367-1
NP_277035.2	P19367-4
NP_284941.2	Q8IWA4-1
NP_387506.1	P51398-1
NP_004623.1	P51398-1
XP_005245538.1	P51398-2
XP_005245537.1	P51398-3
NP_001186780.1	P51398-2
NP_001186778.1	P51398-1
NP_001186779.1	P51398-3
NP_443075.3	Q5VST9-3
NP_001092093.2	Q5VST9-1
NP_443188.2	Q08AH1-1
NP_443195.1	Q969P6-1
NP_001245375.1	Q969P6-2
NP_001245376.1	Q969P6-2
NP_477352.3	P42356-1
NP_510870.1	Q7KZN9-1
NP_004367.2	Q7KZN9-2
NP_525022.2	Q8IUA7-1
NP_542197.3	P12107-4
NP_543022.1	Q96DU9-1
NP_550438.1	Q16854-1
NP_550440.1	Q16854-2
NP_570607.1	Q9NZC7-3
NP_057457.1	Q9NZC7-1
NP_570849.2	O60313-2
NP_570850.2	O60313-10
NP_056375.2	O60313-1
NP_570844.1	O60313-13
NP_570847.2	O60313-11
NP_570846.1	O60313-9
NP_570853.1	Q05086-2
NP_570854.1	Q05086-3
NP_000453.2	Q05086-1
NP_596869.4	Q8WZ42-11
NP_597700.1	Q8TD30-1
NP_001135938.1	Q8TD30-2
NP_598399.2	Q969Y2-2
NP_001122327.1	Q969Y2-3
NP_116009.2	Q969Y2-1
NP_001182351.1	Q969Y2-4
NP_612211.1	Q9Y535-1
NP_612393.2	Q9BT17-1
NP_612494.1	Q8N3Z3-2
NP_054889.2	Q8N3Z3-1
NP_612642.2	Q96HS1-2
NP_001164014.1	Q96HS1-1
NP_612815.1	Q07817-1
XP_011527266.1	Q07817-1
NP_001182.1	Q07817-2
NP_620116.1	Q07812-1
NP_620118.1	Q07812-4
NP_620119.2	Q07812-8
NP_004315.1	Q07812-2
NP_620124.1	Q8IXI1-1
NP_620128.1	Q96AG3-1
NP_620149.2	Q5VWZ2-1
NP_001287699.1	Q5VWZ2-2
NP_620172.2	Q8TCU3-1
NP_620279.1	Q14353-2
NP_000147.1	Q14353-1
NP_620580.1	Q30201-11
NP_000401.1	Q30201-1
NP_620575.1	Q30201-3
NP_620573.1	Q30201-7
NP_620572.1	Q30201-10
NP_620579.1	Q30201-6
NP_620578.1	Q30201-5
NP_620577.1	Q30201-4
NP_620576.1	Q30201-2
NP_631917.1	Q96Q83-1
NP_640335.2	Q96DP5-1
NP_647480.1	Q8NDX2-1
NP_653168.2	Q5VTE6-1
NP_001287687.1	Q5VTE6-2
NP_001287686.1	Q5VTE6-2
